family_ID	protein_ID	inhibited_defense_system(inferred from seed proteins in the family)	clan_ID	clan_inhibited_defense_system(inferred from families with seed proteins)
APIS004	IMGVR_UViG_3300011895_000033|3300011895|Ga0121009_100034120	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300011984_000011|3300011984|Ga0119931_100002820	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300012032_000041|3300012032|Ga0136554_10025711	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300012819_000003|3300012819|Ga0160468_10031010	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300013104_000091|3300013104|Ga0157370_100033219	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300013104_000107|3300013104|Ga0157370_100048804	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300013718_000001|3300013718|Ga0120911_10002723	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300015360_000032|3300015360|Ga0163144_1000067438	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300015609_000078|3300015609|Ga0182411_10058225	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300016265_000497|3300016265|Ga0185706_10002115	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300016467_000088|3300016467|Ga0186761_1015986	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300017553_000003|3300017553|Ga0182744_100010730	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300017705_000593|3300017705|Ga0181372_10000888	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300017747_002857|3300017747|Ga0181352_100009955	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300018405_000001|3300018405|Ga0194138_100000422	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300018405_000176|3300018405|Ga0194138_100015854	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300018412_000618|3300018412|Ga0194136_10022612	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300020036_009891|3300020036|Ga0206648_100160524	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300020045_005967|3300020045|Ga0206662_10017019	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300020046_001214|3300020046|Ga0206646_100541713	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300020246_000220|3300020246|Ga0211707_10010545	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300020300_000009|3300020300|Ga0211662_10026538	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300020811_000213|3300020811|Ga0214091_100992033	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300022178_002301|3300022178|Ga0196887_10008944	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300022540_000446|3300022540|Ga0247425_100016135	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300022542_000498|3300022542|Ga0247412_113466412	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300022665_000009|3300022665|Ga0247390_101417617	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300022707_001498|3300022707|Ga0247389_1000004864	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300022741_000089|3300022741|Ga0206116_100017759	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300022821_000033|3300022821|Ga0222673_100013234	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300022822_000015|3300022822|Ga0222646_10002416	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300024279_000032|3300024279|Ga0247692_100023414	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300024294_000822|3300024294|Ga0228664_100034018	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300024308_000057|3300024308|Ga0247725_100054938	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300024996_000004|3300024996|Ga0209916_1000062166	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300025018_000924|3300025018|Ga0210043_100303412	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300025177_000001|3300025177|Ga0208208_10000313	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300025299_000022|3300025299|Ga0209256_10031723	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300025882_000012|3300025882|Ga0209097_1000047457	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300025896_000201|3300025896|Ga0208916_1000034814	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300025898_000014|3300025898|Ga0207692_1000003152	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300026851_000051|3300026851|Ga0209070_1001737	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300026907_000030|3300026907|Ga0209699_1014937	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300027673_000001|3300027673|Ga0209278_100007618	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300027710_000023|3300027710|Ga0209599_1000007054	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300027719_000271|3300027719|Ga0209467_100022485	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300027851_000046|3300027851|Ga0209066_1000072878	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300028042_000007|3300028042|Ga0256844_100000328	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300028215_000016|3300028215|Ga0302076_1005282	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300028372_000015|3300028372|Ga0306901_10000963	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300028378_000073|3300028378|Ga0306868_10015933	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300028490_000069|3300028490|Ga0256824_100031372	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300028588_000538|3300028588|Ga0265780_100032314	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300028843_000062|3300028843|Ga0310045_100001488	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300029199_000002|3300029199|Ga0168647_10011319	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300029262_000266|3300029262|Ga0309896_11518517	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300029288_000212|3300029288|Ga0265297_1000146776	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300031237_000266|3300031237|Ga0255334_100028627	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300031415_000164|3300031415|Ga0308172_100036738	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300031836_000007|3300031836|Ga0307486_100021849	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300032129_000015|3300032129|Ga0314772_100008946	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300032215_000613|3300032215|Ga0335241_1023138023	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300032220_000738|3300032220|Ga0335256_10260679	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300032220_002257|3300032220|Ga0335256_122203251	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300032954_000387|3300032954|Ga0335083_1001883616	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300033070_001297|3300033070|Ga0364486_1021626	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300033072_000484|3300033072|Ga0364570_1000672	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300033121_002057|3300033121|Ga0364571_1034145	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300033146_004322|3300033146|Ga0366841_100399128	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300034072_001068|3300034072|Ga0310127_009807_915_1241	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300035034_000584|3300035034|Ga0374946_116377_2558_2860	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300035072_000126|3300035072|Ga0373476_0000002_198383_198709	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300035312_000309|3300035312|Ga0393750_068909_53384_53653	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300035491_000177|3300035491|Ga0376444_000345_16405_16713	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300035491_000192|3300035491|Ga0376444_000503_14085_14390	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300035659_000092|3300035659|Ga0373628_0002543_11224_11520	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300035661_000023|3300035661|Ga0373633_0000153_86692_86973	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300035698_000567|3300035698|Ga0374944_604885_603_827	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300035698_006655|3300035698|Ga0374944_604870_5936_6256	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300037312_001329|3300037312|Ga0395899_0000135_38146_38433	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300037466_000352|3300037466|Ga0395898_0000160_39642_39890	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300037483_000363|3300037483|Ga0395805_0021618_3330_3605	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300037515_000093|3300037515|Ga0395803_0000758_31415_31654	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300037558_001523|3300037558|Ga0314846_0001572_13636_13938	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300037587_000193|3300037587|Ga0310923_0000648_1368_1634	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300039918_000009|3300039918|Ga0438467_00207_26979_27302	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300040801_003223|3300040801|Ga0450804_3025023_20941_21165	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300042208_000009|3300042208|Ga0451587_000919_14809_15162	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300044656_000020|3300044656|Ga0466969_0000003_51168_51464	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300045141_000181|3300045141|Ga0467008_0000031_19627_19878	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300045747_000276|3300045747|Ga0485825_0000106_33444_33731	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300045836_000008|3300045836|Ga0466958_0000001_22575_22823	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300045976_000096|3300045976|Ga0466967_0000011_83797_84096	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300046001_006334|3300046001|Ga0485176_0001024_13418_13660	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300046021_000471|3300046021|Ga0455801_002529_4923_5231	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300046096_000832|3300046096|Ga0456302_0000381_550_774	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300046131_000022|3300046131|Ga0496892_0000173_65957_66262	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300046313_000683|3300046313|Ga0456298_000003_18925_19200	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300046373_000069|3300046373|Ga0494103_000067_64890_65174	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300046459_000148|3300046459|Ga0495629_0000472_9308_9595	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300046460_000307|3300046460|Ga0495638_0001467_13350_13649	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300046471_000080|3300046471|Ga0495650_0001237_17914_18153	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300046500_000227|3300046500|Ga0495596_0000022_24130_24354	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300046534_001439|3300046534|Ga0491194_0024500_6319_6621	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300046543_000050|3300046543|Ga0495645_0000015_82175_82495	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300046665_000288|3300046665|Ga0495661_0000270_23264_23587	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300046665_000400|3300046665|Ga0495661_0000523_3118_3402	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300046692_000383|3300046692|Ga0495671_0000133_1661_1951	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300047444_000069|3300047444|Ga0495675_0000006_152011_152307	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300047496_000061|3300047496|Ga0495331_0000492_45154_45459	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300048592_000634|3300048592|Ga0498931_0014921_2635_2922	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300048672_000692|3300048672|Ga0485282_000161_26835_27125	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300048691_000267|3300048691|Ga0456305_000014_13575_13799	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300048834_000194|3300048834|Ga0498918_0042469_3_281	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300048854_000081|3300048854|Ga0496063_0000015_231891_232118	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300048881_000448|3300048881|Ga0496661_0000625_10287_10511	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300048913_000097|3300048913|Ga0496110_0000080_29360_29698	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300048998_000085|3300048998|Ga0494381_0000282_37072_37386	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300049982_000131|3300049982|Ga0494394_0001907_16914_17210	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_3300050143_000104|3300050143|Ga0501144_000929_13368_13646	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	IMGVR_UViG_641201286_000001|641201286|641201305	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	KU884564_00022	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	LR596615_00452	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	MG592462_00012	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	MG592611_00012	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	MK514283_00022	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	MN536027_00010	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	MW824390_00059	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS004	OQ319931_00023	cyclic oligonucleotide-based antiphage signaling system (CBASS)	CLAN002	cyclic oligonucleotide-based antiphage signaling system (CBASS)
APIS005	APD21271.1	Gabija	CLAN004	Gabija
APIS005	IMGVR_UViG_2541047086_000003|2541047086|2541780738	Gabija	CLAN004	Gabija
APIS005	IMGVR_UViG_2627854101_000001|2627854101|2630228600	Gabija	CLAN004	Gabija
APIS005	IMGVR_UViG_2660238538_000004|2660238538|2662791352	Gabija	CLAN004	Gabija
APIS005	IMGVR_UViG_2663763031_000002|2663763031|2665375316	Gabija	CLAN004	Gabija
APIS005	IMGVR_UViG_2667527573_000005|2667527573|2668626147	Gabija	CLAN004	Gabija
APIS005	IMGVR_UViG_2718217648_000002|2718217648|2718348907	Gabija	CLAN004	Gabija
APIS005	IMGVR_UViG_2721755777_000003|2721755777|2723934697	Gabija	CLAN004	Gabija
APIS005	IMGVR_UViG_2721755807_000001|2721755807|2724030275	Gabija	CLAN004	Gabija
APIS005	IMGVR_UViG_2724679183_000002|2724679183|2725786969	Gabija	CLAN004	Gabija
APIS005	IMGVR_UViG_2791355488_000010|2791355488|2794455659	Gabija	CLAN004	Gabija
APIS005	IMGVR_UViG_2806311071_000002|2806311071|2808605495	Gabija	CLAN004	Gabija
APIS005	IMGVR_UViG_2867919565_000004|2867919565|2867921145	Gabija	CLAN004	Gabija
APIS005	IMGVR_UViG_2880152234_000004|2880152234|2880154041	Gabija	CLAN004	Gabija
APIS005	IMGVR_UViG_2897118514_000003|2897118514|2897120904	Gabija	CLAN004	Gabija
APIS005	IMGVR_UViG_2904560550_000001|2904560550|2904561078	Gabija	CLAN004	Gabija
APIS005	IMGVR_UViG_2907202186_000003|2907202186|2907205396	Gabija	CLAN004	Gabija
